CUST ID;BALANCE;BALANCE FREQUENCY;PURCHASES;ONEOFF PURCHASES;INSTALLMENTS PURCHASES;CASH ADVANCE;PURCHASES FREQUENCY;ONEOFF PURCHASES FREQUENCY;PURCHASES INSTALLMENTS FREQUENCY;CASH ADVANCE FREQUENCY;CASH ADVANCE TRX;PURCHASES TRX;CREDIT LIMIT;PAYMENTS;MINIMUM PAYMENTS;PRC FULL PAYMENT;TENURE
C10214;1.570.682.346;1;645.32;645.32;0;1.665.331.678;0.166667;0.166667;0;0.416667;9;2;1800;2.591.391.006;808.217.224;0;12
C10215;7.201.736.985;1;987.1;862.1;125;5.468.620.604;0.333333;0.333333;0.083333;0.25;16;9;10500;1.941.541.158;2.391.987.571;0;12
C10216;6.467.885.013;1;1464.14;978.71;485.43;394.786.784;0.833333;0.583333;0.666667;0.416667;10;23;11500;1.658.563.509;1.887.413.517;0;12
C10217;64.080.909;0.454545;927;600;327;0;0.25;0.083333;0.166667;0;0;4;5000;126.016.384;5.904.439;0.222222;12
C10218;5.635.860.679;1;393.62;153.72;239.9;5.933.467.329;0.916667;0.916667;0.166667;0.75;24;15;10000;1.919.630.466;1.731.549.385;0;12
C10219;367.050.596;1;965.5;876.13;89.37;0;0.5;0.5;0.083333;0;0;9;7500;1.034.932.404;941.496.383;0;12
C10220;2.458.376.257;0.818182;0;0;0;102.275.984;0;0;0;0.083333;1;0;7500;454.363.481;64.720.869;0;12
C10221;768.004.936;1;336.41;336.41;0;0;0.75;0.75;0;0;0;9;6000;947.696.134;217.027.653;0;12
C10222;75.647.479;0.727273;540;0;540;0;0.25;0;0.166667;0;0;3;4000;548.967.281;48.659.935;0;12
C10223;2.433.254;0.181818;36;0;36;0;0.166667;0;0.083333;0;0;2;7500;0;;0;12
C10224;1.121.730.896;1;878.52;103.1;775.42;197.648.111;1;0.166667;0.916667;0.083333;1;39;1500;542.836.917;471.496.776;0;12
C10226;756.809;0.545455;144.26;67.08;77.18;0;0.333333;0.083333;0.166667;0;0;7;11500;134.710.832;75.515.008;0.111111;12
C10227;2.053.441.598;1;493.85;441.35;52.5;173.833.378;0.5;0.333333;0.25;0.833333;16;10;2000;2.795.059.574;2.661.324.808;0;12
C10228;2.422.311.938;1;4490.69;3456.25;1034.44;188.783.221;1;0.916667;1;0.083333;1;52;8500;5.763.666.926;582.589.765;0;12
C10229;9.047.621.884;1;11188.62;6099.16;5089.46;0;1;0.75;1;0;0;151;10000;1.199.441.815;8.517.258.683;0;12
C10230;3.061.213.971;1;1829.2;1792.7;36.5;0;1;1;0.083333;0;0;17;7000;971.234.118;985.954.762;0;12
C10231;41.642.389;0.857143;75.99;75.99;0;0;0.142857;0.142857;0;0;0;1;2700;69.163.384;99.401.747;0;7
C10232;5.431.622.968;1;1824.16;1598.56;225.6;0;1;0.916667;0.75;0;0;23;14500;1.508.016.452;1.370.519.926;0;12
C10233;6.571.484.039;1;9325.22;9325.22;0;0;0.333333;0.333333;0;0;0;5;8500;1.103.672.668;1.824.680.131;0;12
C10234;28.461.629;1;100;100;0;0;0.083333;0.083333;0;0;0;1;4000;125.769.169;104.857.518;0;12
C10235;4.178.625.215;1;1431.89;430.69;1001.2;0;1;0.416667;0.833333;0;0;39;4000;2.384.542.045;386.870.983;0;12
C10236;3.019.019.487;1;2260.41;1356.33;904.08;0;0.833333;0.416667;0.75;0;0;25;8500;2.187.930.651;739.224.894;0;12
C10237;1.045.584;0.333333;0;0;0;466.643.895;0;0;0;0.111111;1;0;1200;1.068.581.252;25.537;0.5;9
C10238;2.723.369.217;0.909091;10410.49;1158.84;9251.65;0;0.75;0.666667;0.583333;0;0;41;19500;9.695.650.901;726.696.049;0.363636;12
C10239;1.070.999.446;1;990.7;482;508.7;0;0.75;0.25;0.583333;0;0;13;1400;505.317.328;438.324.017;0;12
C10240;279.608.696;1;3034.92;0;3034.92;0;1;0;1;0;0;12;2900;2.928.909.865;2.733.317.012;0.083333;12
C10241;1.255.901.821;1;1038.81;1038.81;0;1.092.634.704;0.916667;0.916667;0;0.083333;1;21;5700;1.215.454.299;422.331.098;0;12
C10242;2.229.857.287;1;45.65;45.65;0;0;0.083333;0.083333;0;0;0;1;2500;5.427.463;628.211.031;0;12
C10243;2.363.489.077;1;2641.98;1386.3;1255.68;263.884.743;0.833333;0.666667;0.75;0.083333;1;41;3000;1.839.928.884;1.075.456.585;0;12
C10244;4.014.388.265;1;1189.52;1189.52;0;0;1;1;0;0;0;12;8000;0;;0;12
C10245;7.623.224.897;1;300;0;300;2.800.728.343;0.5;0;0.416667;0.25;3;6;12000;1.975.974.183;1.774.584.333;0;12
C10246;3.421.571.922;1;126.69;42.88;83.81;154.341.344;0.333333;0.083333;0.25;0.083333;1;5;10500;2.515.435.738;975.504.012;0;12
C10247;48.898.611;0.545455;247.09;0;247.09;182.357.669;0.5;0;0.416667;0.166667;3;7;5500;409.594.792;69.921.472;0;12
C10248;1.874.716.289;1;301.1;83;218.1;0;0.583333;0.166667;0.333333;0;0;10;1950;586.974.046;1.089.040.271;0;12
C10249;3.215.511.032;0.818182;1112.2;1112.2;0;7.616.064.965;0.25;0.25;0;0.25;4;4;7200;0;;0;12
C10250;237.235.398;0.636364;2410.07;1670.5;739.57;0;0.5;0.083333;0.333333;0;0;15;4000;3.773.727.455;169.879.335;1;12
C10251;1.272.927.288;1;5350.19;4783.34;566.85;0;1;1;0.916667;0;0;101;8000;5.825.602.115;318.305.326;0.166667;12
C10252;558.476.701;1;630.03;630.03;0;0;0.090909;0.090909;0;0;0;1;5500;426.092.563;213.369.694;0;11
C10253;2.814.207.626;1;3197.24;2080.02;1117.22;0;1;0.666667;1;0;0;49;3000;3.574.480.603;1.328.897.516;0;12
C10254;8.061.012;0.363636;133;0;133;0;0.25;0;0.166667;0;0;3;3000;13.061.272;41.436.595;0.181818;12
C10255;435.862.142;1;1646.16;1023.42;622.74;0;1;0.583333;0.75;0;0;33;12000;1.055.835.407;236.619.362;0;12
C10256;6.390.383;1;79.66;0;79.66;0;1;0;1;0;0;12;1500;75.896.288;75.967.742;0;12
C10257;961.221.512;1;319.92;0;319.92;134.395.704;1;0;1;0.416667;12;12;12000;1.099.389.211;2.501.560.923;0;12
C10258;7.938.559.134;1;3677.52;3543.73;133.79;0;1;1;0.5;0;0;98;12500;2.657.856.602;1.912.298.544;0;12
C10259;2.344.478.291;1;1041.63;1041.63;0;4.003.968.939;0.25;0.25;0;0.333333;6;14;4000;3.033.665.478;71.670.488;0;12
C10260;99.648.222;1;675.96;0;675.96;0;1;0;1;0;0;12;1000;1.851.602.411;1.382.292.833;0.083333;12
C10261;19.508.047;1;193.14;0;193.14;0;0.416667;0;0.416667;0;0;5;2000;22.046.377;71.965.063;0.25;12
C10262;185.640.313;1;1703.23;1703.23;0;0;1;1;0;0;0;13;11500;1.449.039.414;183.298.253;1;12
C10263;5.335.302.925;1;0;0;0;468.958.688;0;0;0;0.166667;2;0;6000;1.350.318.606;1.249.937.085;0;12
C10265;22.189.283;0.363636;234.16;0;234.16;0;0.363636;0;0.272727;0;0;4;1500;479.910.499;149.977.816;0.5;11
C10266;5.871.769;0.818182;29.68;29.68;0;0;0.083333;0.083333;0;0;0;1;10000;76.943.584;75.595.199;0;12
C10267;1.049.496.471;1;1322.67;1096.71;225.96;774.260.436;0.833333;0.75;0.416667;0.25;6;28;11000;80.238.543;229.655.091;0;12
C10269;5.570.190.127;1;1607.88;0;1607.88;0;1;0;1;0;0;84;13500;1.583.411.686;2.216.638.394;0;12
C10270;1.668.591.831;1;0;0;0;1.716.941.235;0;0;0;0.166667;5;0;1800;2.166.981.163;568.063.083;0.083333;12
C10271;2.224.590.946;0.818182;3183;3183;0;0;0.166667;0.166667;0;0;0;2;9000;3.823.346.244;629.080.506;0;12
C10272;2.903.781.184;1;3014.23;1340.34;1673.89;103.610.197;1;0.833333;1;0.083333;1;93;4500;1.350.370.286;655.633.916;0;12
C10273;2.041.480.046;1;7323.38;4944.88;2378.5;191.331.735;1;0.833333;0.75;0.083333;1;81;3000;3.792.095.079;1.737.893.866;0.083333;12
C10274;7.755.698.607;1;8533.54;4072.76;4460.78;754.030.735;1;0.5;0.833333;0.5;12;72;10000;4.758.209.146;7.256.951.816;0;6
C10275;614.263.149;0.727273;408.93;74.8;334.13;0;0.5;0.083333;0.5;0;0;10;9000;2.161.153.147;312.343.947;0;12
C10276;8.097.334.733;1;3999.92;200;3799.92;0;1;0.083333;1;0;0;14;7500;5.624.074.339;9.952.672.511;0;12
C10277;108.233.027;1;2980.46;657.78;2322.68;0;1;0.5;1;0;0;50;6000;1.116.967.993;289.439.818;0;12
C10278;273.466.412;1;560.73;560.73;0;0;0.916667;0.916667;0;0;0;11;7500;717.798.364;670.049.653;0;12
C10279;80.708.806;1;569.9;569.9;0;0;0.166667;0.166667;0;0;0;3;9500;634.000.055;92.012.927;0.083333;12
C10280;2.554.525.229;1;6186.77;6099.08;87.69;1.898.690.655;0.916667;0.75;0.25;0.083333;1;38;10950;1.119.892.613;60.836.886;0.083333;12
C10281;535.947.221;1;4550.81;3016.98;1533.83;438.469.118;1;0.916667;1;0.083333;1;99;8500;4.317.191.232;20.873.456;0.916667;12
C10282;3.905.365.959;1;150.8;150.8;0;165.919.931;0.166667;0.166667;0;0.416667;5;2;7500;990.524.408;989.783.286;0;12
C10283;156.278.339;1;1385.1;1005.1;380;0;1;0.5;0.75;0;0;21;14000;1.280.473.571;193.369.942;0.833333;12
C10284;5.131.319.584;1;32539.78;26547.43;5992.35;0;1;1;1;0;0;98;11500;2.665.234.432;1.971.129.435;0.083333;12
C10285;5.265.763.713;1;410.24;44.71;365.53;1.545.297.758;0.916667;0.083333;0.916667;0.333333;13;21;16500;120.053.074;1.055.547.896;0.083333;12
C10286;2.564.117;0.181818;47.95;47.95;0;0;0.083333;0.083333;0;0;0;1;1500;294.507.498;86.245.988;0;12
C10287;1.873.084.577;1;126.57;126.57;0;181.139.378;0.25;0.25;0;0.083333;1;4;2100;483.557.464;524.426.392;0;12
C10288;32.124.999;0.272727;380.89;380.89;0;0;0.083333;0.083333;0;0;0;1;5700;0;;0;12
C10289;1.473.495.809;1;414;0;414;0;0.75;0;0.666667;0;0;9;10500;586.394.034;570.250.342;0.5;12
C10290;150.482.705;1;2010;630;1380;1.189.292.764;1;0.166667;1;0.083333;1;14;8500;859.829.946;479.831.475;0;12
C10291;7.645.108.427;1;4693.15;4332.65;360.5;0;0.5;0.416667;0.333333;0;0;12;13500;478.664.868;1.741.158.024;0;12
C10292;112.933.758;1;498.96;0;498.96;72.259.355;1;0;1;0.083333;1;12;1000;829.505.486;1.623.389.428;0;12
C10293;668.956.687;1;224.2;148.12;76.08;0;0.583333;0.083333;0.416667;0;0;9;9500;568.336.995;272.270.427;0;12
C10294;2.302.184.366;1;2856.57;922.84;1933.73;0;1;0.25;1;0;0;62;2500;2.914.419.813;2.173.680.619;0;12
C10295;272.711.518;0.818182;0;0;0;682.156.051;0;0;0;0.083333;2;0;3000;2.755.877.257;144.621.645;0.181818;12
C10296;4.246.430.225;1;0;0;0;9.270.408.108;0;0;0;0.666667;16;0;7000;6.010.525.656;1.793.262.654;0.083333;12
C10297;2.420.761.135;1;0;0;0;567.233.798;0;0;0;0.083333;2;0;3000;871.713.321;609.206.784;0;12
C10298;2.935.324.966;1;409.63;351.87;57.76;1.876.241.162;0.583333;0.583333;0.083333;0.25;4;12;5000;58.013.865;1.114.588.285;0;12
C10299;83.148.283;0.636364;843.34;843.34;0;0;0.5;0.5;0;0;0;17;6500;1.024.267.592;122.850.835;0.5;12
C10300;5.469.851.311;1;0;0;0;512.792.701;0;0;0;0.166667;3;0;6000;1.362.966.798;2.019.027.883;0;12
C10301;280.142.117;1;2236.49;758.52;1477.97;0;1;1;0.666667;0;0;34;10000;1.986.838.064;233.614.975;1;12
C10302;5.790.930.626;1;464.51;399.41;65.1;2.516.727.082;0.416667;0.25;0.166667;0.166667;6;10;6000;1.515.594.331;2.092.915.898;0;12
C10303;3.605.714.046;1;1779;1779;0;0;0.166667;0.166667;0;0;0;2;5000;85.605.828;761.012.234;0;12
C10304;3.992.261.885;1;0;0;0;348.834.361;0;0;0;0.583333;9;0;4000;1.057.678.259;1.229.820.066;0;12
C10305;41.833.264;1;456.36;0;456.36;0;1;0;0.916667;0;0;14;6000;370.996.177;163.287.618;0.333333;12
C10306;635.090.434;0.818182;5758.71;2252.37;3506.34;0;0.75;0.25;0.75;0;0;48;2900;794.357.021;197.416.104;1;12
C10307;15.211.681;1;245.98;245.98;0;279.267.597;0.166667;0.166667;0;0.25;3;2;6000;2.261.523.522;388.258.009;0;12
C10308;5.547.092.593;1;0;0;0;3.298.958.165;0;0;0;0.083333;2;0;12000;1.786.142.816;1.351.998.523;0;12
C10309;2.503.107.213;1;733.9;733.9;0;0;1;1;0;0;0;13;3000;1.620.193.277;857.535.876;0;12
C10310;191.450.711;1;1641.07;1641.07;0;380.972.341;0.666667;0.666667;0;0.083333;1;15;500;1.583.918.811;137.046.292;0.636364;12
C10311;362.170.204;1;674.73;674.73;0;1.684.957.411;0.25;0.25;0;0.166667;8;12;4000;1.139.058.595;1.403.477.006;0;12
C10312;2.762.479.434;1;2702.47;1526.31;1176.16;0;1;0.25;1;0;0;27;11000;7.596.768.364;1.013.086.448;0.083333;12
C10313;4.338.606.862;1;0;0;0;1.817.569.093;0;0;0;0.083333;4;0;8000;8.019.800.702;964.118.618;0;12
C10314;388.873.921;0.727273;1579.15;1462.35;116.8;0;0.583333;0.5;0.25;0;0;15;2700;451.600.059;199.955.286;0;12
C10315;9.261.310.686;1;0;0;0;8.603.045.938;0;0;0;0.416667;10;0;11000;1.933.413.908;2.576.552.758;0;12
C10316;208.131.845;1;2161.38;451.5;1709.88;0;1;0.166667;1;0;0;41;4500;2.059.879.468;16.505.215;1;12
C10317;169.088.238;1;1482.19;446.07;1036.12;0;1;0.583333;0.666667;0;0;26;6000;1.289.570.234;173.686.552;0.666667;12
C10318;133.911.556;1;1446.05;544.45;901.6;0;1;0.083333;1;0;0;16;3500;1.364.121.036;186.240.772;0.833333;12
C10319;161.334.907;0.909091;0;0;0;1.606.322.681;0;0;0;0.181818;3;0;4500;312.433.361;648.139.459;0;11
C10320;566.908.563;1;397.06;303.7;93.36;0;0.666667;0.166667;0.583333;0;0;12;2100;0;;0;12
C10321;53.208.422;1;498.17;459.02;39.15;0;0.916667;0.916667;0.083333;0;0;14;15000;611.606.459;16.294.308;0.909091;12
C10322;1.329.967.543;1;2009.12;1296.68;712.44;1.763.794.583;1;1;1;0.25;10;36;2500;2.715.972.095;956.330.023;0;12
C10323;515.904.786;1;5359.02;2399.78;2959.24;0;1;1;1;0;0;60;6000;0;;0;12
C10324;927.041.961;1;0;0;0;402.974.164;0;0;0;0.333333;5;0;1000;719.974.244;339.553.093;0;12
C10325;1.872.767.651;1;0;0;0;3.394.509.419;0;0;0;0.166667;3;0;5500;1.151.721.386;627.015.802;0;12
C10326;185.396.312;1;0;0;0;842.456.926;0;0;0;0.363636;7;0;1000;117.542.764;1.376.915;0;11
C10327;4.823.822.993;0.857143;0;0;0;6.481.300.951;0;0;0;0.142857;4;0;7000;86.362.306;1.148.631.716;0;7
C10328;994.105.777;1;126.2;126.2;0;0;0.833333;0.833333;0;0;0;10;1950;314.302.968;417.290.247;0;12
C10329;40.089.221;1;225;0;225;0;1;0;1;0;0;12;1500;325.578.502;286.122.587;0.166667;12
C10330;0.478714;0.090909;734.97;159;575.97;0;0.833333;0.083333;0.75;0;0;16;6000;1.159.135.064;;0;12
C10331;473.237.354;1;14.95;0;14.95;2.173.356.068;0.083333;0;0.083333;0.416667;11;1;5700;1.289.284.068;1.172.289.863;0;12
C10332;9.206.811.696;1;874.98;350;524.98;4.653.693.195;0.75;0.083333;0.666667;0.333333;9;16;12500;2.055.100.879;2.199.077.716;0;12
C10333;6.719.376.505;1;0;0;0;2.443.262.416;0;0;0;0.333333;7;0;7500;1.493.089.193;2.488.976.669;0;12
C10334;2.233.074.041;1;445.2;445.2;0;0;0.166667;0.166667;0;0;0;4;8000;1.042.991.769;579.587.654;0;12
C10335;1.867.649.838;1;0;0;0;3.264.573.342;0;0;0;0.666667;9;0;4500;476.162.309;401.970.276;0;12
C10336;57.842.746;1;689.34;0;689.34;0;1;0;1;0;0;24;1500;453.842.413;14.828.357;0.333333;12
C10337;4.194.033.835;0.727273;2006.87;420.6;1586.27;0;0.666667;0.083333;0.666667;0;0;26;21000;1.971.409.728;1.479.309.409;0.1;12
C10338;2.459.862.339;1;678;678;0;92.725.167;1;1;0;0.25;4;12;2500;192.631.853;1.933.173.023;0;12
C10339;850.630.114;1;0.05;0.05;0;1.700.634.586;0.083333;0.083333;0;0.333333;7;1;1000;1.084.281.127;367.409.536;0;12
C10340;353.198.215;1;3085.69;3032.97;52.72;0;1;1;0.083333;0;0;21;8500;2.690.525.687;19.266.679;1;12
C10341;2.669.160.638;1;0;0;0;142.141.325;0;0;0;0.166667;2;0;3000;642.777.061;1.122.076.137;0;12
C10342;92.440.743;0.909091;1080;1080;0;0;0.75;0.75;0;0;0;12;6000;1.077.058.667;169.005.281;1;12
C10343;706.675.991;1;2721.16;2417.41;303.75;0;1;0.5;1;0;0;32;6500;4.952.900.653;280.821.958;0.083333;12
C10344;361.319.366;1;3095.96;1383.56;1712.4;0;1;0.916667;0.833333;0;0;32;14000;4.003.782.858;197.186.568;0.583333;12
C10345;2.324.086.254;0.909091;0;0;0;1.600.758.078;0;0;0;0.909091;13;0;2300;2.147.890.523;2.077.873.573;0;11
C10346;2.922.487.907;1;71.07;0;71.07;3.595.158.425;0.25;0;0.166667;0.166667;9;3;9500;9.226.751.112;797.250.949;0;12
C10347;98.364.739;0.181818;65;0;65;0;0.166667;0;0.166667;0;0;2;1200;718.794.328;53.655.347;0;12
C10348;498.208.616;1;4786.61;4397.64;388.97;0;0.916667;0.833333;0.5;0;0;61;9000;3.805.669.705;163.459.999;1;12
C10349;1.693.339;0.454545;174.42;0;174.42;0;0.333333;0;0.25;0;0;5;2500;34.708.638;149.301.101;0.75;12
C10350;3.355.631.092;1;242.88;0;242.88;0;1;0;1;0;0;12;13500;6.084.115.091;890.639.118;0.090909;12
C10351;907.982.017;1;216.94;216.94;0;1.011.997.944;0.166667;0.166667;0;0.166667;5;3;3200;22.202.316;300.210.049;0;12
C10352;1.132.386.178;0.454545;2246.3;2246.3;0;1.404.807.181;0.333333;0.333333;0;0.416667;20;8;6000;320.486.122;406.790.252;0.8;12
C10353;12.546.691;1;361.73;361.73;0;198.686.744;0.166667;0.166667;0;0.083333;1;2;1500;535.606.816;43.268.808;0;12
C10354;80.336.636;0.6;330;330;0;0;0.1;0.1;0;0;0;1;1800;345.330.572;85.297.166;0;10
C10355;260.838.885;1;2854.11;1797.96;1056.15;0;1;0.833333;0.916667;0;0;51;9500;2.437.332.725;176.283.228;1;12
C10356;17.356.961;0.454545;390;90;300;0;0.5;0.083333;0.5;0;0;7;2000;302.454.171;74.667.401;0;12
C10357;1.897.672.025;1;422.18;422.18;0;0;1;1;0;0;0;12;5500;2.961.632.199;44.030.634;0;12
C10358;1.032.241.153;1;1005.52;464.5;541.02;0;1;0.5;0.833333;0;0;33;3000;1.866.265.366;237.328.382;0;12
C10359;3.536.601.227;1;2132.93;959.1;1173.83;5.340.016.172;1;0.333333;1;0.75;20;74;11000;8.251.146.946;834.025.674;0;12
C10360;21.580.264;0.909091;284.72;0;284.72;0;0.666667;0;0.666667;0;0;16;5000;344.161.416;155.792.859;0.8;12
C10361;4.211.539.631;1;0;0;0;455.581.546;0;0;0;0.083333;1;0;10500;1.288.287.239;1.164.178.674;0;12
C10362;1.732.715.258;1;3244.16;2480.85;763.31;0;1;0.666667;0.5;0;0;29;11500;5.674.185.857;563.827.502;0;12
C10364;8.939.461.145;1;2490.17;905.17;1585;5.309.949.725;0.5;0.166667;0.416667;0.5;11;8;9500;3.957.017.497;495.158.548;0;12
C10365;36.567.901;0.090909;1098.31;1098.31;0;0;0.083333;0.083333;0;0;0;1;4800;0;;0;12
C10366;41.754.778;0.181818;636.15;636.15;0;0;0.166667;0.166667;0;0;0;5;8500;918.414.211;57.150.516;0.181818;12
C10367;1.937.246.177;1;3018.93;1702.62;1316.31;0;1;1;1;0;0;99;5000;3.909.837.604;44.412.429;0.166667;12
C10368;99.955.082;1;1222.97;202.97;1020;0;1;0.25;1;0;0;16;19500;1.142.077.891;185.657.751;1;12
C10369;5.135.604.593;1;110.18;0;110.18;655.199.521;0.333333;0;0.333333;0.333333;17;4;6000;1.716.998.424;2.463.472.147;0;12
C10370;214.896.542;0.636364;0;0;0;1.192.015.721;0;0;0;0.083333;1;0;3000;2.298.902.197;214.263.752;0.2;12
C10371;1.543.287.931;1;0;0;0;36.481.832;0;0;0;0.083333;1;0;1800;548.589.391;529.340.488;0;12
C10372;60.192.037;1;983.77;603.77;380;0;0.666667;0.416667;0.25;0;0;15;2400;389.411.161;219.465.695;0;12
C10373;126.105.733;1;0;0;0;474.429.843;0;0;0;0.25;3;0;1500;866.865.018;354.381.003;0;12
C10374;85.285.023;0.75;423.24;287;136.24;0;0.625;0.375;0.375;0;0;9;11000;29.601.675;134.448.872;0;8
C10375;1.903.688.611;1;6079.5;4719.5;1360;1.022.722.894;0.916667;0.25;0.666667;0.25;22;31;7300;1.855.239.489;762.263.884;0.416667;12
C10376;813.068.705;1;439.38;439.38;0;727.658.311;0.083333;0.083333;0;0.25;8;2;1200;237.996.469;265.708.814;0;12
C10377;1.279.325.142;1;1207.25;0;1207.25;0;1;0;1;0;0;59;1200;1.282.705.869;1.300.596.775;0;12
C10378;237.669.312;1;259.13;259.13;0;0;0.083333;0.083333;0;0;0;1;2300;2.680.635.587;2.503.374.595;0.25;12
C10379;5.747.761.139;1;1627.69;0;1627.69;0;1;0;1;0;0;49;5500;2.507.704.747;7.490.453.967;0;12
C10380;7.760.940.543;1;0;0;0;3.423.085.934;0;0;0;0.5;10;0;8000;2.845.010.795;2.459.741.299;0;12
C10381;6.388.108.487;1;0;0;0;3.768.696.678;0;0;0;0.25;3;0;8000;1.097.314.532;2.384.817.152;0.083333;12
C10382;426.372.628;1;5749.96;5439.96;310;0;1;1;0.25;0;0;50;12000;5.711.540.654;20.273.209;0.833333;12
C10383;8.806.866.629;1;1490.94;0.02;1490.92;2.813.063.846;1;0.166667;1;0.166667;4;25;9000;2.116.662.516;3.598.719.728;0;12
C10384;282.934.373;0.181818;0;0;0;2.333.150.712;0;0;0;0.083333;1;0;3000;0;;0;12
C10385;1.128.229.387;1;5068.88;3529.88;1539;0;1;1;1;0;0;76;4500;3.904.568.067;373.931.063;0.083333;12
C10386;2.045.541.408;1;1067.28;0;1067.28;0;1;0;1;0;0;30;2000;2.021.775.795;3.073.416.298;0;12
C10387;8.520.292;0.545455;64.12;64.12;0;0;0.166667;0.166667;0;0;0;2;7000;176.600.545;76.462.301;0;12
C10388;1.127.895.243;1;6855.59;2762.92;4092.67;0;0.916667;0.75;0.833333;0;0;39;18500;4.868.088.671;2.861.890.896;0;12
C10389;143.443.832;0.636364;1631;0;1631;0;0.583333;0;0.583333;0;0;7;2500;2.550.799.492;157.269.321;1;12
C10390;241.223.955;0.909091;180.91;180.91;0;0;0.166667;0.166667;0;0;0;6;1400;802.858.576;220.455.533;0;12
C10391;1.528.571.561;1;0;0;0;172.931.118;0;0;0;0.166667;2;0;1600;353.582.373;559.030.296;0;12
C10392;1.247.472.954;1;136.88;0;136.88;515.147.607;0.166667;0;0.166667;0.166667;2;2;14000;3.519.008.859;3.430.627.754;0;12
C10393;566.147.105;1;0;0;0;187.572.355;0;0;0;0.083333;1;0;2000;1.177.661.577;190.365.154;0;12
C10395;1.077.606.225;0.727273;343.21;343.21;0;1.609.900.552;0.25;0.25;0;0.333333;8;4;1500;930.328.071;3.245.693.485;0;12
C10396;1.838.084;0.272727;16.5;16.5;0;0;0.083333;0.083333;0;0;0;1;6000;57.595.083;671.925;0;12
C10397;507.144.348;1;5708.18;4584.78;1123.4;0;1;0.75;0.75;0;0;47;4000;5.589.952.268;232.131.169;1;12
C10398;81.682.453;0.3;42.3;42.3;0;3.967.709.973;0.1;0.1;0;0.2;5;1;6000;361.853.722;645.320.421;0;10
C10399;1.526.506.915;1;46.67;46.67;0;0;0.083333;0.083333;0;0;0;1;1800;338.413.344;642.547.142;0;12
C10400;7.957.017.218;1;0;0;0;4.909.937.494;0;0;0;0.25;4;0;9000;677.144.841;2.763.145.072;0;12
C10402;79.189.929;1;699.12;0;699.12;0;1;0;1;0;0;24;2500;697.977.603;183.858.351;0.583333;12
C10403;497.908.027;1;245.39;0;245.39;0;0.583333;0;0.5;0;0;7;4000;328.796.655;165.308.304;0;12
C10404;68.195.925;1;98;98;0;0;0.166667;0.166667;0;0;0;2;4000;192.369.983;221.375.942;0;12
C10405;1.535.248.256;1;857.36;857.36;0;0;1;1;0;0;0;13;6550;3.239.629.759;411.871.046;0.083333;12
C10406;1.508.513.765;0.818182;2747.12;1247.12;1500;246.046.033;0.25;0.083333;0.166667;0.083333;1;4;5000;4.730.374.245;481.558.276;0.1;12
C10407;1.120.937.076;1;11147.33;1137.4;10009.93;2.728.576.925;1;0.25;1;0.166667;8;126;11000;793.277.402;1.749.490.735;0;12
C10408;2.013.504;1;600;0;600;0;0.5;0;0.416667;0;0;6;1000;249.066.308;184.776.562;0;12
C10409;2.502.264.409;1;0;0;0;2.368.872.642;0;0;0;0.083333;2;0;10000;541.308.981;724.956.358;0;12
C10410;4.543.789.386;1;255.12;5;250.12;0;0.666667;0.25;0.5;0;0;11;8500;1.703.332.126;1.121.510.137;0;12
C10411;918.342.234;1;1221.53;1180;41.53;1.078.788.118;0.333333;0.166667;0.166667;0.166667;7;2;1200;1.421.035.206;106.039.362;0.25;6
C10412;5.066.744.231;1;0;0;0;1.974.503.664;0;0;0;0.25;6;0;13000;1.336.016.317;1.606.963.379;0;12
C10413;2.259.431.829;1;780.64;199.65;580.99;1.227.555.485;1;0.166667;0.833333;0.333333;6;22;3500;663.553.502;483.836.254;0;12
C10414;437.789.873;1;1532.1;223;1309.1;0;0.75;0.166667;0.666667;0;0;14;5000;1.834.368.953;212.770.698;0;12
C10415;2.025.162.877;1;778.33;0;778.33;0;0.916667;0;0.916667;0;0;28;2000;1.411.329.676;143.050.774;0;12
C10416;3.770.560.441;0.875;964.06;260;704.06;5.140.287.889;0.875;0.125;0.75;0.625;24;8;6000;56.571.913;1.241.283.569;0;8
C10417;140.730.723;1;1667.13;1063.14;603.99;0;1;0.916667;0.833333;0;0;38;13000;1.669.260.634;208.701.639;0.25;12
C10419;5.523.999.416;1;0;0;0;4.087.167.822;0;0;0;0.25;4;0;8000;0;;0;12
C10420;3.298.692.478;1;1088.83;518.39;570.44;0;0.416667;0.083333;0.333333;0;0;6;9000;6.862.520.735;994.384.835;0;12
C10421;150.699.542;0.363636;648.64;330;318.64;0;0.333333;0.083333;0.25;0;0;5;2500;0;;0;12
C10422;1.874.843.394;1;0;0;0;120.178.123;0;0;0;0.083333;1;0;2100;444.783.009;671.420.908;0;12
C10423;3.024.629.054;1;0;0;0;2.171.139.178;0;0;0;0.333333;10;0;4500;4.226.578.611;691.692.633;0;12
C10424;154.641.707;0.363636;1897.92;97.92;1800;0;0.25;0.166667;0.166667;0;0;5;13500;5.563.437.084;248.700.571;1;12
C10425;1.322.057.239;1;0;0;0;76.260.896;0;0;0;0.090909;1;0;6200;802.038.512;291.307.669;0;11
C10426;62.287.137;1;1263.29;279.99;983.3;0;1;1;0.583333;0;0;25;9500;1.356.425.369;179.894.243;0.4;12
C10427;16.581.535;0.125;200;0;200;0;0.125;0;0.125;0;0;2;1200;0;;0;8
